Datetime,SPY,^SPX
2022-12-19 04:00:00-05:00,385.0,
2022-12-19 04:01:00-05:00,385.06,
2022-12-19 04:02:00-05:00,384.96,
2022-12-19 04:03:00-05:00,384.8,
2022-12-19 04:04:00-05:00,384.69,
2022-12-19 04:05:00-05:00,384.76,
2022-12-19 04:06:00-05:00,384.79,
2022-12-19 04:07:00-05:00,384.75,
2022-12-19 04:08:00-05:00,384.87,
2022-12-19 04:09:00-05:00,384.96,
2022-12-19 04:10:00-05:00,384.96,
2022-12-19 04:11:00-05:00,384.86,
2022-12-19 04:12:00-05:00,384.92,
2022-12-19 04:13:00-05:00,384.8,
2022-12-19 04:14:00-05:00,384.77,
2022-12-19 04:15:00-05:00,384.9,
2022-12-19 04:16:00-05:00,385.2,
2022-12-19 04:17:00-05:00,385.04,
2022-12-19 04:18:00-05:00,385.2,
2022-12-19 04:19:00-05:00,385.17,
2022-12-19 04:20:00-05:00,385.2,
2022-12-19 04:21:00-05:00,385.18,
2022-12-19 04:22:00-05:00,385.22,
2022-12-19 04:23:00-05:00,385.16,
2022-12-19 04:24:00-05:00,385.15,
2022-12-19 04:25:00-05:00,385.17,
2022-12-19 04:26:00-05:00,385.19,
2022-12-19 04:27:00-05:00,385.17,
2022-12-19 04:28:00-05:00,385.03,
2022-12-19 04:29:00-05:00,385.03,
2022-12-19 04:30:00-05:00,385.09,
2022-12-19 04:31:00-05:00,384.96,
2022-12-19 04:32:00-05:00,384.9,
2022-12-19 04:33:00-05:00,384.9,
2022-12-19 04:34:00-05:00,384.84,
2022-12-19 04:35:00-05:00,384.92,
2022-12-19 04:36:00-05:00,384.95,
2022-12-19 04:37:00-05:00,385.04,
2022-12-19 04:38:00-05:00,384.97,
2022-12-19 04:39:00-05:00,384.79,
2022-12-19 04:40:00-05:00,384.6,
2022-12-19 04:41:00-05:00,384.62,
2022-12-19 04:42:00-05:00,384.55,
2022-12-19 04:43:00-05:00,384.6,
2022-12-19 04:44:00-05:00,384.67,
2022-12-19 04:45:00-05:00,384.59,
2022-12-19 04:46:00-05:00,384.57,
2022-12-19 04:47:00-05:00,384.43,
2022-12-19 04:49:00-05:00,384.6,
2022-12-19 04:50:00-05:00,384.6,
2022-12-19 04:51:00-05:00,384.68,
2022-12-19 04:52:00-05:00,384.79,
2022-12-19 04:53:00-05:00,384.78,
2022-12-19 04:54:00-05:00,384.73,
2022-12-19 04:55:00-05:00,384.62,
2022-12-19 04:56:00-05:00,384.62,
2022-12-19 04:57:00-05:00,384.56,
2022-12-19 04:58:00-05:00,384.53,
2022-12-19 04:59:00-05:00,384.45,
2022-12-19 05:00:00-05:00,384.6,
2022-12-19 05:01:00-05:00,384.54,
